date,channel,spend,clicks,impressions
2023-06-18,googleads,2862.96,227,1135
2023-03-26,Facebook Ads,,139,2502
2023-05-05,Email,10171.95,233,4427
2023-01-16,email_marketing,6226.53,291,5820
2023-04-22,Email,2157.3,340,5440
2023-03-11,Facebook Ads,17.91,138,1242
2023-03-28,Email,4081.94,246,2952
2023-05-17,Email,5437.44,186,3162
2023-03-20,fb_ads,,121,726
2023-02-15,Google Ads,2005.54,258,4902
2023-04-10,Facebook Ads,,326,3586
2023-05-08,email_marketing,3419.97,255,4080
2023-06-07,Facebook Ads,,295,5310
2023-06-21,email_marketing,7043.93,216,4320
2023-02-25,googleads,4320.94,276,3864
2023-02-01,Organic,6293.81,145,1305
2023-03-03,Facebook Ads,2344.4,176,2112
2023-05-01,Google Ads,8030.83,291,3492
2023-02-17,fb_ads,2775.35,106,1908
2023-05-03,Facebook Ads,7549.37,109,1308
2023-01-17,fb_ads,6018.59,150,1200
2023-03-09,fb_ads,8234.09,138,1656
2023-05-04,fb_ads,7286.72,214,3638
2023-01-23,fb_ads,5504.39,42,462
2023-03-13,Email,594.17,182,1456
2023-04-28,googleads,5493.81,109,981
2023-02-14,Organic,2822.61,244,3660
2023-05-13,Google Ads,6125.71,188,3008
2023-02-15,Facebook Ads,6560.4,106,1908
2023-06-13,fb_ads,4288.13,331,3972
2023-01-28,email_marketing,5136.64,210,1050
2023-03-31,Facebook Ads,,88,880
2023-04-11,Google Ads,6592.86,333,3996
2023-06-10,Organic,,268,4556
2023-06-30,fb_ads,3035.96,145,1885
2023-02-24,Facebook Ads,5769.93,263,1315
2023-05-05,fb_ads,7241.87,325,3250
2023-05-11,googleads,4865.11,295,1770
2023-01-19,Google Ads,4315.39,272,3264
2023-04-21,Facebook Ads,5414.98,235,4465
2023-06-30,Email,,71,568
2023-02-17,Google Ads,2751.76,208,1872
2023-01-01,Google Ads,1625.44,266,5320
2023-02-11,Email,6743.11,226,1582
2023-06-26,Organic,2757.73,310,4650
2023-03-20,googleads,,211,1477
2023-06-12,fb_ads,6021.07,216,4320
2023-06-29,Google Ads,,190,2660
2023-03-18,googleads,4930.87,272,5168
2023-03-14,Google Ads,9691.25,87,696
2023-05-16,fb_ads,4792.38,105,1260
2023-01-13,fb_ads,8184.05,152,1824
2023-04-06,Organic,2113.6,251,1757
2023-01-10,Google Ads,8488.62,253,4048
2023-03-01,Email,5409.6,232,3712
2023-04-26,Email,7829.68,130,1040
2023-02-28,googleads,4776.31,163,1304
2023-01-31,fb_ads,2664.27,173,1557
2023-05-29,fb_ads,7215.44,245,1715
2023-03-27,Facebook Ads,6288.62,211,1477
2023-02-03,email_marketing,6046.65,135,1620
2023-02-09,email_marketing,4380.98,215,1720
2023-01-13,googleads,5555.03,225,2475
2023-02-13,Facebook Ads,4723.33,169,3380
2023-04-12,Email,11315.54,272,5440
2023-02-03,fb_ads,5826.29,181,1267
2023-04-01,email_marketing,4097.56,189,1323
2023-01-14,googleads,5585.66,49,784
2023-05-29,fb_ads,1861.22,149,2831
2023-05-19,email_marketing,5414.28,180,900
2023-05-10,email_marketing,,81,1134
2023-05-12,fb_ads,3497.31,321,6420
2023-02-27,Email,5262.24,270,2970
2023-02-26,Email,9102.49,144,2016
2023-06-02,Email,4801.37,178,2670
2023-02-17,Google Ads,,175,1575
2023-03-23,googleads,,243,1944
2023-05-19,Google Ads,6238.17,169,1352
2023-03-08,fb_ads,3687.81,301,2107
2023-05-17,Organic,4005.37,223,2676
2023-02-24,Email,5326.67,316,5688
2023-06-18,Facebook Ads,6942.82,96,864
2023-03-24,email_marketing,2624.89,246,2214
2023-06-05,googleads,4871.32,163,3260
2023-01-29,Google Ads,,214,2782
2023-04-12,googleads,5104.91,262,3930
2023-01-27,Organic,4249.78,325,1625
2023-01-02,Organic,3423.9,252,1764
2023-01-11,email_marketing,,89,1157
2023-06-07,email_marketing,4313.33,291,5529
2023-06-18,fb_ads,,186,1674
2023-05-16,Email,3530.66,276,1380
2023-01-10,Facebook Ads,7367.1,106,1272
2023-05-09,Email,,218,1526
2023-06-15,Email,,176,1584
2023-05-28,Organic,6358.59,143,1144
2023-04-07,googleads,770.61,166,2158
2023-01-17,Email,5126.46,177,2655
2023-01-18,email_marketing,2682.79,54,972
2023-03-16,email_marketing,3971.82,271,1897
2023-01-05,Email,7512.39,295,4720
2023-03-26,fb_ads,,107,749
2023-02-28,Facebook Ads,,250,3000
2023-02-27,Organic,5800.34,38,380
2023-01-25,Facebook Ads,3266.23,197,2364
2023-05-13,email_marketing,5974.44,261,2349
2023-02-23,Facebook Ads,5288.51,226,3842
2023-05-03,Organic,5169.73,254,2540
2023-04-20,googleads,5625.73,205,2665
2023-01-27,Email,4463.26,206,2472
2023-04-18,Facebook Ads,5969.18,221,2210
2023-04-24,Organic,,307,3377
2023-05-02,email_marketing,5530.33,148,1332
2023-01-03,googleads,6767.21,90,1530
2023-01-11,Google Ads,2837.17,226,2260
2023-04-01,Organic,,100,1400
2023-03-10,Organic,4234.37,151,2567
2023-04-27,fb_ads,4026.65,275,4400
2023-05-06,googleads,6413.01,198,3960
2023-03-22,Organic,3908.08,92,1104
2023-01-29,googleads,7840.37,247,2717
2023-03-25,email_marketing,3586.66,257,3855
2023-03-08,Google Ads,4859.55,177,2301
2023-01-02,Google Ads,5870.42,140,980
2023-04-05,Email,4312.49,209,1045
2023-05-24,googleads,4001.1,253,3289
2023-03-02,Google Ads,,139,1390
2023-06-22,Email,1669.75,39,468
2023-02-21,fb_ads,4699.06,146,1898
2023-04-05,fb_ads,5415.72,210,3780
2023-06-01,Organic,1793.57,54,324
2023-05-27,Facebook Ads,5591.87,210,1260
2023-03-15,Organic,,67,871
2023-04-11,fb_ads,5942.78,301,4214
2023-04-05,Google Ads,5555.96,132,1980
2023-05-05,email_marketing,5089.1,90,810
2023-01-13,Google Ads,7115.92,206,1854
2023-02-21,Organic,1463.69,175,2275
2023-06-18,googleads,5926.6,173,2249
2023-03-26,Facebook Ads,4448.21,102,612
2023-06-15,Organic,6133.08,148,1480
2023-06-23,Email,687.11,170,1530
2023-01-06,googleads,6962.3,169,3380
2023-06-25,Facebook Ads,,234,3042
2023-01-14,Google Ads,,189,1323
2023-03-26,fb_ads,4863.43,178,3560
2023-01-13,googleads,4395.46,242,4356
2023-06-05,fb_ads,3128.34,113,1582
2023-06-21,googleads,2753.61,363,2904
2023-05-30,fb_ads,6060.69,224,2240
2023-04-21,Email,2884.97,249,4980
2023-04-27,Organic,4766.86,217,2604
2023-05-09,Organic,3046.76,212,3180
2023-02-18,Organic,4152.33,138,2208
2023-02-02,Organic,6468.21,76,836
2023-03-22,googleads,,254,4318
2023-06-26,fb_ads,3240.71,134,1876
2023-03-22,fb_ads,4553.95,222,3330
2023-01-07,Google Ads,4694.29,234,1638
2023-03-20,Facebook Ads,8525.96,159,3021
2023-02-15,Facebook Ads,1569.64,266,4256
2023-05-03,email_marketing,8366.63,231,3003
2023-01-10,email_marketing,,190,1140
2023-01-02,Organic,2762.95,251,3012
2023-05-13,fb_ads,2297.42,175,1050
2023-05-14,Organic,2991.32,210,3570
2023-05-03,Email,4267.32,214,2568
2023-06-19,Organic,5044.7,121,1089
2023-01-15,Email,6253.75,196,1568
2023-04-03,fb_ads,3022.94,379,4548
2023-02-07,googleads,5952.86,187,2244
2023-04-13,Google Ads,7830.41,347,2429
2023-04-02,Facebook Ads,4709.3,227,2043
2023-05-16,Email,3023.99,188,2068
2023-06-07,Email,,214,1498
2023-02-08,googleads,5665.52,244,3416
2023-06-17,Email,5475.29,103,618
2023-01-21,email_marketing,3123.07,156,2028
2023-04-14,email_marketing,,284,5680
2023-05-11,Facebook Ads,2674.12,171,3420
2023-02-04,email_marketing,6906.02,176,1936
2023-06-01,Organic,5920.83,188,2632
2023-05-03,email_marketing,,181,3439
2023-04-11,fb_ads,6334.13,76,912
2023-05-31,email_marketing,4273.38,223,1338
2023-02-01,googleads,,319,6061
2023-05-14,googleads,4217.95,318,3180
2023-01-03,Organic,3681.95,306,3366
2023-04-22,Email,6634.93,126,1764
2023-05-03,Organic,5614.08,195,2535
2023-01-22,Email,6251.17,182,1456
2023-04-03,Organic,4385.51,309,5871
2023-06-22,Organic,4802.56,266,4256
2023-04-06,Google Ads,,333,2997
2023-04-13,Facebook Ads,3643.33,150,2250
2023-02-05,Google Ads,,164,2296
2023-01-22,fb_ads,8202.15,271,4878
2023-03-04,Email,,54,972
2023-06-17,Email,4961.36,208,1040
2023-03-19,Google Ads,7334.44,327,3924
2023-02-19,googleads,3630.03,264,4224
2023-03-24,Facebook Ads,6530.8,285,4560
2023-04-25,googleads,5997.38,44,220
2023-06-30,Organic,4689.16,107,1605
2023-01-05,Google Ads,4594.79,278,5004
2023-03-17,Organic,,291,2619
2023-02-14,Organic,5683.51,96,864
2023-05-26,fb_ads,41.69,211,2532
2023-04-17,fb_ads,4572.15,121,726
2023-01-23,Google Ads,1598.75,141,2397
2023-01-06,Google Ads,4611.02,253,1771
2023-06-11,Organic,5377.26,328,1640
2023-02-11,googleads,2928.79,270,2700
2023-03-20,googleads,5094.6,255,2805
2023-03-08,Facebook Ads,4126.97,285,3135
2023-06-29,Organic,5590.45,145,2175
2023-02-05,fb_ads,4975.95,180,3600
2023-01-26,Organic,,105,1050
2023-04-12,googleads,4941.3,231,2310
2023-05-30,fb_ads,5066.05,307,3070
2023-02-28,Email,,199,3980
2023-06-26,Email,5433.38,223,2899
2023-04-20,email_marketing,5806.6,53,318
2023-05-31,fb_ads,4396.95,81,486
2023-05-30,googleads,,195,1365
2023-01-25,Facebook Ads,4613.32,271,1355
2023-01-18,email_marketing,5844.65,109,654
2023-05-16,Organic,4858.19,173,1211
2023-04-05,googleads,1510.93,144,2160
2023-06-19,Email,4632.92,190,3040
2023-01-17,Organic,2035.54,292,4672
2023-02-21,email_marketing,,203,1827
2023-06-07,googleads,5801.28,136,1632
2023-03-02,Facebook Ads,5912.71,170,1530
2023-06-13,Email,,245,3675
2023-01-21,Facebook Ads,7983.35,257,2570
2023-06-24,Email,,158,790
2023-04-17,Facebook Ads,,319,5742
2023-06-10,Facebook Ads,9109.03,323,6137
2023-05-31,Email,4328.43,107,1177
2023-06-23,googleads,2868.63,65,845
2023-06-09,email_marketing,4785.24,328,5576
2023-06-04,Organic,4716.67,224,2240
2023-05-31,fb_ads,7751.19,167,1837
2023-06-08,email_marketing,9071.06,359,6462
2023-01-27,googleads,4737.78,153,2754
2023-06-06,googleads,,172,1032
2023-03-21,fb_ads,2686.89,302,5134
2023-02-13,email_marketing,7432.89,212,2968
2023-03-20,googleads,2474.27,101,1010
2023-01-24,Email,5214.46,160,1760
2023-04-04,Google Ads,4317.81,281,2810
2023-06-02,Google Ads,6466.36,310,6200
2023-02-16,Organic,3018.75,172,3268
2023-04-28,Organic,,235,2350
2023-04-22,Email,8064.76,233,1165
2023-04-20,Google Ads,8696.22,243,2430
2023-05-31,fb_ads,,174,2088
2023-04-02,Organic,,272,1632
2023-02-16,Facebook Ads,8225.96,258,1548
2023-06-20,Google Ads,4833.66,310,3410
2023-01-25,fb_ads,,86,1548
2023-06-22,Email,,201,4020
2023-05-08,fb_ads,6211.03,205,4100
2023-02-25,Email,6141.89,134,2278
2023-03-09,fb_ads,6140.97,279,1395
2023-02-08,Google Ads,7441.1,361,6498
2023-03-18,fb_ads,5488.2,221,3978
2023-06-28,Email,1953.66,157,2041
2023-06-29,email_marketing,4613.84,284,1988
2023-02-03,fb_ads,,263,3682
2023-03-04,email_marketing,4996.76,185,2775
2023-02-20,Google Ads,5497.79,168,3360
2023-01-04,email_marketing,4141.93,63,1008
2023-06-08,Email,4504.09,161,1610
2023-01-17,Organic,3968.04,233,4194
2023-04-06,Email,6317.26,218,2616
2023-02-16,Facebook Ads,6990.83,246,1230
2023-05-14,Organic,4409.89,162,2268
2023-06-16,fb_ads,5625.64,245,3430
2023-05-16,googleads,7795.69,295,3835
2023-04-15,googleads,3917.05,191,2292
2023-02-07,Facebook Ads,6342.04,285,2565
2023-03-12,Facebook Ads,,194,970
2023-01-29,googleads,,120,1320
2023-05-03,fb_ads,5545.27,227,1135
2023-05-31,googleads,2802.64,203,1624
2023-04-16,Organic,6262.45,107,1605
2023-01-10,fb_ads,7209.99,169,2197
2023-06-10,Email,7515.23,157,2512
2023-01-17,googleads,2946.75,163,2934
2023-03-02,Organic,4809.7,168,1344
2023-01-08,Facebook Ads,4568,226,2712
2023-01-03,Email,4657.64,194,3686
2023-01-08,Organic,1581.55,231,3234
2023-02-21,Organic,,328,4920
2023-05-02,googleads,3120.87,55,440
2023-05-18,Facebook Ads,6236.14,227,2724
2023-04-28,Facebook Ads,2983.13,77,924
2023-06-02,email_marketing,8074.79,313,4069
2023-05-26,Organic,25.09,163,2445
2023-06-17,email_marketing,8328.38,161,1932
2023-02-19,googleads,4018.78,177,2301
2023-03-05,googleads,2758.21,63,945
2023-04-11,Email,7105.09,52,728
2023-03-04,googleads,5494.54,270,1350
2023-03-10,fb_ads,2097.55,126,882
2023-02-15,fb_ads,7426.36,242,1210
2023-04-11,fb_ads,3765.43,296,3848
2023-05-22,Facebook Ads,7413.07,221,3978
2023-05-21,email_marketing,3199.68,166,2822
2023-02-13,fb_ads,5572.77,184,2944
2023-01-29,googleads,6877.91,77,1540
2023-01-14,email_marketing,,214,1712
2023-02-22,fb_ads,4016.91,149,894
2023-02-27,Organic,,201,4020
2023-06-28,email_marketing,4894.49,252,3780
2023-04-02,fb_ads,,189,2835
2023-03-11,email_marketing,7354,95,665
2023-02-15,googleads,,66,1188
2023-03-20,Facebook Ads,3323.28,102,510
2023-02-01,googleads,6563.89,194,1940
2023-04-01,Organic,4972.99,111,777
2023-01-09,Google Ads,4400.61,138,690
2023-06-21,Google Ads,5766.91,120,600
2023-06-19,Facebook Ads,7659.59,65,910
2023-06-21,Email,3386.96,334,2672
2023-03-23,Email,4129.72,94,564
2023-05-16,Google Ads,5438.14,161,966
2023-04-12,email_marketing,3328.26,112,1344
2023-04-02,Google Ads,10536.75,179,3580
2023-04-13,googleads,1148.87,319,4466
2023-04-02,Facebook Ads,6222.14,138,2484
2023-05-22,googleads,3133.76,253,3542
2023-05-23,googleads,4506.16,45,675
2023-03-06,Facebook Ads,,165,3300
2023-01-13,Facebook Ads,,302,1812
2023-01-22,fb_ads,,282,1410
2023-02-05,fb_ads,3697.11,50,700
2023-04-22,fb_ads,4150.8,231,4389
2023-04-21,email_marketing,4074.53,175,1400
2023-01-13,googleads,7287.13,208,3952
2023-04-23,fb_ads,3313.4,256,3840
2023-04-03,email_marketing,5395.35,1,19
2023-03-18,email_marketing,,231,2772
2023-06-25,Email,5040.24,271,2981
2023-04-08,fb_ads,,226,1582
2023-02-12,Organic,1866.08,232,3712
2023-02-15,googleads,8906.12,120,1440
2023-05-24,fb_ads,3480.4,143,1430
2023-05-28,email_marketing,5260,114,798
2023-06-13,Email,5842.49,267,2937
2023-06-14,email_marketing,6068.69,58,1102
2023-03-05,email_marketing,6990.34,274,5206
2023-05-03,Facebook Ads,6660.32,229,1832
2023-03-25,Email,,282,4794
2023-01-06,fb_ads,8847.03,123,861
2023-05-15,Email,7156.25,193,2509
2023-04-30,email_marketing,4740.65,77,1155
2023-06-12,Google Ads,4430.42,120,2280
2023-03-30,googleads,4072.29,112,1232
2023-01-27,googleads,4102.18,167,1837
2023-03-18,Organic,5193.51,70,1260
2023-06-15,Organic,,228,3420
2023-05-27,fb_ads,3405.12,285,5415
2023-01-02,fb_ads,5450.54,248,3224
2023-01-02,email_marketing,7821.38,175,2625
2023-01-05,googleads,3851.03,269,5380
2023-02-01,email_marketing,,185,3330
2023-04-04,fb_ads,7782.92,183,1098
2023-05-03,Email,5065.55,201,3819
2023-02-03,googleads,3130.81,206,4120
2023-02-15,Email,7793.52,235,4700
2023-04-03,fb_ads,5062.13,187,3179
2023-05-13,Facebook Ads,5661.73,259,4662
2023-06-09,fb_ads,6218.48,173,2768
2023-06-08,Organic,5649.56,238,1428
2023-03-14,fb_ads,2985.61,213,1491
2023-04-23,Organic,677.39,238,3094
2023-01-25,fb_ads,6320.69,259,4662
2023-06-26,Facebook Ads,,224,3808
2023-03-28,Organic,7847.91,313,2504
2023-04-21,Google Ads,4941.65,211,1055
2023-03-07,Facebook Ads,7221.82,79,869
2023-05-18,googleads,4353.85,306,4590
2023-01-28,Google Ads,6950.4,229,1374
2023-05-01,Google Ads,1988.34,196,3724
2023-01-07,googleads,3820.17,226,2938
2023-04-04,googleads,,117,585
2023-06-28,fb_ads,870.27,297,3267
2023-04-03,googleads,4200.46,212,4240
2023-06-19,googleads,4995.52,114,798
2023-05-18,Google Ads,2481.87,119,1428
2023-01-16,Email,3553.66,229,3206
2023-05-15,Google Ads,3408.56,339,2712
2023-01-15,Email,7054.3,264,5280
2023-04-01,Organic,4760.68,321,3531
2023-03-18,Google Ads,4563.99,197,1970
2023-01-05,Google Ads,5339.95,256,2560
2023-04-19,email_marketing,6273.82,161,3059
2023-06-25,Organic,,251,4267
2023-05-14,Email,,168,2184
2023-01-08,fb_ads,1825.62,183,1647
2023-03-17,Email,6247.05,344,6536
2023-06-20,Google Ads,2604.08,165,1650
2023-02-06,Facebook Ads,4221.19,308,3388
2023-04-20,Facebook Ads,,127,1905
2023-01-06,Facebook Ads,6117.39,167,1837
2023-03-15,Organic,2551.23,128,768
2023-02-14,Facebook Ads,8468.08,230,1840
2023-01-30,fb_ads,5215.52,180,1260
2023-03-18,fb_ads,5584.3,222,4218
2023-06-02,Google Ads,5584.34,209,2926
2023-01-28,Email,6737.6,201,3216
2023-04-24,Google Ads,3044.12,151,1057
2023-02-21,Organic,,362,5792
2023-04-22,googleads,6725.51,133,2128
2023-04-29,fb_ads,4436.31,149,2384
2023-05-18,email_marketing,8085.09,86,1290
2023-04-28,fb_ads,,191,1910
2023-05-26,Organic,6653.68,191,2292
2023-03-14,Organic,1483.58,179,3043
2023-02-24,fb_ads,3055.68,206,1030
2023-02-17,Google Ads,7868.35,60,1200
2023-01-31,fb_ads,3399.55,155,2015
2023-04-18,Facebook Ads,4236.74,259,1813
2023-06-22,googleads,4652.91,233,3728
2023-03-16,Facebook Ads,,218,3270
2023-05-19,googleads,6555.6,141,705
2023-01-03,Google Ads,6562.72,204,1224
2023-03-04,Organic,,183,1098
2023-01-27,Email,5762.49,196,980
2023-03-01,Email,4807.58,220,2860
2023-05-23,googleads,,100,1400
2023-02-24,Email,7867.27,51,306
2023-01-01,fb_ads,3630.38,192,3840
2023-01-17,Email,5824.71,326,6194
2023-06-02,fb_ads,1283.42,159,954
2023-03-22,Google Ads,746.33,202,3232
2023-06-11,Email,5543.37,327,3270
2023-02-13,Facebook Ads,5241.27,283,3679
2023-06-21,Organic,6167.67,165,2310
2023-02-23,Email,2182.08,222,4440
2023-02-08,Facebook Ads,2015.8,303,6060
2023-05-11,googleads,4675.88,295,1475
2023-06-14,googleads,4039.57,221,1768
2023-02-22,Email,5418.7,196,1960
2023-02-20,googleads,,231,2310
2023-01-10,Google Ads,3147.67,103,1133
2023-04-09,email_marketing,,258,2580
2023-04-30,googleads,5131.78,333,3996
2023-01-26,Google Ads,4464.47,305,4270
2023-01-26,Facebook Ads,5351.15,118,2360
2023-04-10,googleads,8696.08,279,5301
2023-02-08,googleads,4757.96,258,4128
2023-02-23,Google Ads,4192.59,266,3458
2023-03-20,email_marketing,217.84,118,2006
2023-03-18,Email,6958.52,180,1980
2023-02-21,Facebook Ads,,92,1840
2023-04-21,Email,,295,1770
2023-05-01,fb_ads,,167,1169
2023-05-20,email_marketing,7059.21,358,6444
2023-04-11,Facebook Ads,,373,4849
2023-04-03,Google Ads,,134,804
2023-04-05,fb_ads,2622.12,235,3290
2023-03-18,Organic,5351.21,187,1122
2023-01-29,Organic,6618.52,298,3874
2023-01-21,email_marketing,1948.68,152,760
2023-03-04,Facebook Ads,6640.29,162,1134
2023-01-26,Email,3403.59,281,3372
2023-06-01,email_marketing,2421,175,3500
2023-05-27,googleads,5657.29,154,1386
2023-01-16,email_marketing,6566.31,154,924
2023-05-19,Organic,7817.24,189,3024
2023-05-10,Organic,6342.54,259,3885
2023-06-10,Email,3744.92,35,245
2023-02-14,Email,,205,1845
2023-04-29,fb_ads,6111.65,181,3258
2023-02-28,Email,4139.14,360,4320
2023-05-15,fb_ads,2055.29,258,2322
2023-04-19,Organic,3850.8,173,1211
2023-01-31,Facebook Ads,,135,810
2023-04-16,Google Ads,,311,4665
2023-03-25,Google Ads,5940.03,208,1040
2023-05-08,Email,,241,4097
2023-01-25,email_marketing,,169,2197
2023-04-29,fb_ads,,155,2945
2023-03-19,email_marketing,,19,361
2023-05-10,googleads,5810.07,132,2244
2023-05-04,Facebook Ads,1779.47,260,4680
2023-04-07,googleads,2835.96,172,1548
2023-03-30,Google Ads,7932.88,87,1653
2023-04-22,googleads,1934.8,221,1547
2023-05-27,email_marketing,7298.97,74,888
2023-05-20,email_marketing,5815.38,246,2706
2023-03-23,Email,,263,3156
2023-04-11,Email,6753.21,175,2275
2023-01-16,fb_ads,7504.69,290,2030
2023-02-02,Facebook Ads,5206.24,163,3260
2023-01-27,fb_ads,3054.34,196,1372
2023-06-27,Google Ads,6139.52,174,1914
2023-05-18,Organic,605,301,5719
2023-06-11,fb_ads,5380.45,169,3211
2023-06-27,Google Ads,6714.32,321,2568
2023-02-01,fb_ads,603.82,234,3978
2023-02-16,fb_ads,2146.7,239,1673
2023-04-17,Google Ads,5255.85,250,4000
2023-06-08,Email,4001.5,50,800
2023-01-22,Google Ads,4099.26,232,2784
2023-02-21,Facebook Ads,,106,848
2023-03-04,googleads,7054.12,148,2072
2023-02-23,Organic,,159,1749
2023-05-02,Facebook Ads,,271,2439
2023-04-21,Facebook Ads,,145,1160
2023-05-03,Organic,5369.93,392,2744
2023-04-10,Organic,3273.62,363,6897
2023-05-14,email_marketing,9008.85,192,2880
2023-04-24,Email,4403.69,144,1296
2023-01-16,fb_ads,4863.59,87,1044
2023-04-08,email_marketing,4847.52,319,2871
2023-01-20,fb_ads,3777.83,180,1800
2023-01-27,googleads,,229,1603
2023-03-25,email_marketing,5528.96,205,2050
2023-05-18,Facebook Ads,4566.35,176,1936
2023-02-17,Google Ads,6003.8,197,1576
2023-01-25,email_marketing,5629.94,217,2170
2023-02-13,Email,7246.85,254,2032
2023-03-21,Organic,,321,6099
2023-06-19,Facebook Ads,5840.54,304,4256
2023-02-23,googleads,6213.89,52,364
2023-05-31,email_marketing,7609.67,210,3360
2023-03-17,googleads,4896.09,222,1998
2023-03-12,Facebook Ads,4310.03,218,2398
2023-02-16,googleads,3816.25,301,1806
2023-05-12,email_marketing,4772.82,169,1352
2023-03-26,email_marketing,3150.15,221,1105
2023-05-30,Email,5374.21,231,3003
2023-01-14,email_marketing,2945.5,71,497
2023-04-29,googleads,6251.18,318,3816
2023-02-24,fb_ads,2947.29,327,3924
2023-01-12,fb_ads,5567.82,199,2189
2023-01-17,Facebook Ads,4204.9,89,979
2023-02-24,Facebook Ads,6975.46,137,2466
2023-06-01,Facebook Ads,3440.39,279,1953
2023-06-21,Google Ads,1234.03,78,1092
2023-04-24,Facebook Ads,4963.73,223,3568
2023-02-20,Organic,5969.47,175,3500
2023-01-10,Google Ads,10060.74,181,3620
2023-03-25,Google Ads,4538.43,136,1632
2023-01-03,Google Ads,5247.81,249,4233
2023-01-10,Email,7407.16,80,1440
2023-01-25,googleads,4508.01,235,2350
2023-02-08,email_marketing,6174.12,200,2400
2023-04-10,Google Ads,6084.85,135,1080
2023-06-01,fb_ads,8115.81,279,5301
2023-03-15,googleads,2310.14,113,1243
2023-05-09,Facebook Ads,2906.16,254,1524
2023-05-25,email_marketing,2430.54,173,865
2023-03-20,fb_ads,5909.41,194,3104
2023-02-20,Organic,5517.78,114,570
2023-02-23,email_marketing,6189.71,150,2250
2023-01-06,Google Ads,4350.76,219,2190
2023-05-26,Google Ads,5206.16,201,1206
2023-01-30,email_marketing,3498.75,176,1760
2023-06-07,googleads,,89,1157
2023-04-01,email_marketing,,231,2079
2023-02-12,Organic,2445.13,292,2044
2023-04-05,Google Ads,,100,800
2023-05-19,Organic,7715.24,188,940
2023-05-19,Email,5837.03,160,2400
2023-04-10,fb_ads,6846.09,232,3712
2023-06-30,Organic,3371.69,106,1272
2023-01-25,email_marketing,2079.4,215,2795
2023-01-07,Email,6144.94,252,2016
2023-03-31,googleads,,107,1819
2023-05-18,Email,3635.85,292,2628
2023-05-04,email_marketing,4030.74,211,2954
2023-01-05,fb_ads,2848.7,226,2938
2023-03-27,googleads,4084.63,283,2547
2023-06-08,Facebook Ads,6547.12,160,3040
2023-02-28,Email,4746.67,155,1240
2023-01-13,fb_ads,2161.13,131,2227
2023-01-22,email_marketing,5396.43,226,4068
2023-05-23,fb_ads,5297.1,175,875
2023-01-19,Facebook Ads,6866.13,205,1845
2023-03-31,Google Ads,6406.51,58,1044
2023-03-28,Facebook Ads,2844.8,222,1776
2023-04-21,fb_ads,2150.47,183,2745
2023-03-12,Facebook Ads,4395.81,326,4890
2023-03-30,email_marketing,5799.99,213,1491
2023-06-10,Organic,6673.98,229,3893
2023-02-04,email_marketing,4084.65,285,3990
2023-02-23,googleads,,225,3375
2023-05-18,email_marketing,,216,3456
2023-01-30,googleads,5385.98,334,6346
2023-05-12,email_marketing,1870.05,151,1208
2023-04-18,email_marketing,6645.36,226,3616
2023-01-07,Facebook Ads,5360.61,123,2214
2023-01-02,Facebook Ads,,299,3289
2023-06-14,Google Ads,4896.98,230,4370
2023-04-13,Facebook Ads,4769.62,105,1785
2023-06-11,Email,6867.62,240,2160
2023-06-03,Google Ads,9611.27,118,1180
2023-04-24,email_marketing,,95,1615
2023-06-28,Email,5314.69,278,5282
2023-04-16,Organic,855.73,183,1281
2023-05-25,Organic,,143,1144
2023-06-15,Google Ads,5770.43,289,5780
2023-01-09,googleads,4733.44,216,2592
2023-03-27,email_marketing,,200,1000
2023-06-20,googleads,2821.31,288,2016
2023-05-17,Facebook Ads,5590.39,231,4389
2023-05-23,googleads,3386.98,163,2445
2023-02-06,googleads,4647.73,77,385
2023-06-13,fb_ads,,151,2416
2023-01-14,fb_ads,6045.04,147,2940
2023-05-14,fb_ads,2962.39,134,804
2023-04-15,googleads,4089.32,171,3420
2023-01-24,Google Ads,9331.04,284,4828
2023-01-14,email_marketing,,293,5567
2023-04-24,googleads,3002.36,102,1020
2023-04-05,Facebook Ads,2786.26,306,6120
2023-05-31,fb_ads,3905.62,99,1287
2023-03-07,email_marketing,4138.01,180,900
2023-02-12,Organic,5536.83,220,2200
2023-01-23,Email,3343.64,254,2286
2023-04-15,Organic,3721.61,187,935
2023-05-03,fb_ads,6373.55,148,1480
2023-06-08,Email,3861.3,247,4446
2023-05-14,googleads,,169,2366
2023-06-28,Email,6111.48,364,6916
2023-04-14,Email,6210.81,237,1422
2023-05-15,Email,6061.6,114,2280
2023-06-02,googleads,5231.19,197,2955
2023-05-15,fb_ads,5643.17,209,3971
2023-06-27,Facebook Ads,5759.4,175,1400
2023-04-02,Facebook Ads,5117.22,101,808
2023-05-02,Google Ads,4360.19,311,6220
2023-04-14,Email,5637.62,198,3366
2023-02-14,Organic,8792.25,91,819
2023-04-20,Organic,2781.09,337,5392
2023-03-28,Google Ads,5091.92,180,2340
2023-04-03,Email,,235,2820
2023-02-21,Google Ads,6088.92,112,1792
2023-01-27,Email,,173,2076
2023-06-15,Facebook Ads,,110,1320
2023-06-20,Email,7503.89,273,4641
2023-04-05,Facebook Ads,4273.65,182,2002
2023-06-21,Email,4727.16,137,822
2023-01-28,Email,4113.14,178,1424
2023-02-14,Facebook Ads,8225.74,275,1925
2023-06-18,fb_ads,6869.31,229,4351
2023-06-20,fb_ads,2765.35,196,3332
